1,0.7598,0.577296
2,0.7598,0.577296
3,0.7598,0.577296
4,0.7598,0.577296
5,0.7598,0.577296
6,0.7598,0.577296
7,0.7598,0.577296
8,0.7596,0.577258
9,0.7593,0.577178
10,0.7589,0.577053
11,0.7583,0.576868
12,0.7577,0.576638
13,0.7566,0.576316
14,0.7558,0.575953
15,0.755,0.575557
16,0.754,0.575117
17,0.7528,0.574623
18,0.751,0.574033
19,0.7498,0.57341
20,0.7485,0.572752
21,0.747,0.57205
22,0.7454,0.571303
23,0.7428,0.570453
24,0.7409,0.569556
25,0.7391,0.568625
26,0.7371,0.567651
27,0.7348,0.566625
28,0.7313,0.565488
29,0.7289,0.564309
30,0.7266,0.563097
31,0.7238,0.561832
32,0.7209,0.560515
33,0.7162,0.559074
34,0.7128,0.557574
35,0.7097,0.556034
36,0.7063,0.554446
37,0.7025,0.552799
38,0.6964,0.551014
39,0.6921,0.549168
40,0.6883,0.547282
41,0.684,0.545345
42,0.6792,0.543344
43,0.6714,0.541192
44,0.6661,0.538976
45,0.6617,0.536728
46,0.6569,0.534441
47,0.6512,0.532093
48,0.642,0.529594
49,0.6358,0.527036
50,0.631,0.524458
51,0.6258,0.521854
52,0.6195,0.519199
53,0.6091,0.516402
54,0.6021,0.513553
55,0.5971,0.510698
56,0.5918,0.507832
57,0.5852,0.504931
58,0.5737,0.5019
59,0.5662,0.498827
60,0.5611,0.49576
61,0.556,0.492701
62,0.5492,0.489619
63,0.537,0.486424
64,0.529,0.483197
65,0.5241,0.479989
66,0.5193,0.476802
67,0.5128,0.47361
68,0.5025,0.470359
69,0.4976,0.467131
70,0.4975,0.463993
71,0.5,0.460979
72,0.4894,0.457903
73,0.4683,0.454635
74,0.46,0.45135
75,0.4622,0.448181
76,0.4658,0.445139
77,0.4631,0.442143
78,0.4491,0.43906
79,0.4395,0.435947
80,0.4372,0.432887
81,0.4382,0.429914
82,0.4363,0.426992
83,0.4254,0.424028
84,0.4163,0.421043
85,0.4123,0.41809
86,0.4113,0.415195
87,0.409,0.412346
88,0.3998,0.409476
89,0.3918,0.4066
90,0.3872,0.403748
91,0.3849,0.40094
92,0.382,0.398168
93,0.3737,0.395388
94,0.3666,0.392611
95,0.3621,0.389859
96,0.3593,0.387143
97,0.3561,0.384459
98,0.3481,0.381772
99,0.3415,0.379094
100,0.3373,0.376441
101,0.3345,0.373821
102,0.3312,0.371232
103,0.3235,0.368644
104,0.3172,0.366066
105,0.3133,0.363515
106,0.3107,0.360996
107,0.3076,0.358507
108,0.3002,0.356022
109,0.2942,0.353549
110,0.2904,0.351102
111,0.2881,0.348687
112,0.2853,0.3463
113,0.2783,0.343921
114,0.2724,0.341555
115,0.2689,0.339214
116,0.2671,0.336905
117,0.2648,0.334624
118,0.2579,0.332352
119,0.2518,0.330092
120,0.2484,0.327856
121,0.2471,0.325651
122,0.2453,0.323475
123,0.2385,0.321307
124,0.2323,0.319151
125,0.2288,0.317017
126,0.2277,0.314912
127,0.2267,0.312837
128,0.2213,0.310776
129,0.2152,0.308726
130,0.211,0.306693
131,0.2095,0.304687
132,0.2087,0.302709
133,0.2044,0.300747
134,0.1993,0.298799
135,0.195,0.296867
136,0.1926,0.294957
137,0.1915,0.293072
138,0.1887,0.291206
139,0.1851,0.289358
140,0.1814,0.287526
141,0.1784,0.285713
142,0.1762,0.283919
143,0.1732,0.282143
144,0.1709,0.280387
145,0.1686,0.278649
146,0.1661,0.27693
147,0.1633,0.275227
148,0.1591,0.273539
149,0.1566,0.271867
150,0.1553,0.270216
151,0.1541,0.268583
152,0.1503,0.266965
153,0.1467,0.265361
154,0.1439,0.263772
155,0.1424,0.262201
156,0.1414,0.260649
157,0.1386,0.259111
158,0.1355,0.257587
159,0.1327,0.256078
160,0.1309,0.254584
161,0.1295,0.253107
162,0.1271,0.251645
163,0.1266,0.250199
164,0.1282,0.248774
165,0.1308,0.24737
166,0.1322,0.245985
167,0.1314,0.244615
168,0.1301,0.24326
169,0.1304,0.241921
170,0.1312,0.240599
171,0.1309,0.239293
172,0.127,0.237995
173,0.1229,0.236707
174,0.1207,0.23543
175,0.1209,0.234168
176,0.1217,0.232922
177,0.1198,0.231687
178,0.1156,0.230461
179,0.1113,0.229242
180,0.1093,0.228035
181,0.1095,0.226841
182,0.1103,0.225662
183,0.109,0.224494
184,0.1053,0.223334
185,0.1008,0.222182
186,0.0971,0.221038
187,0.0977,0.219907
188,0.0999,0.21879
189,0.1,0.217685
190,0.0963,0.216589
191,0.0873,0.215494
192,0.0826,0.214408
193,0.0841,0.213333
194,0.0892,0.212275
195,0.0918,0.211229
196,0.0834,0.210187
