1,0.7598,0.577296
2,0.7598,0.577296
3,0.7598,0.577296
4,0.7598,0.577296
5,0.7598,0.577296
6,0.7598,0.577296
7,0.7598,0.577296
8,0.7598,0.577296
9,0.7599,0.577313
10,0.7598,0.577311
11,0.7597,0.577296
12,0.7596,0.577271
13,0.7594,0.577226
14,0.7592,0.577166
15,0.7589,0.577083
16,0.7587,0.576992
17,0.7584,0.576885
18,0.7581,0.576765
19,0.7578,0.576633
20,0.7572,0.576469
21,0.7568,0.576292
22,0.7564,0.576103
23,0.756,0.575904
24,0.7555,0.575691
25,0.7547,0.575446
26,0.7541,0.575185
27,0.7535,0.57491
28,0.7528,0.574617
29,0.7521,0.574308
30,0.751,0.573965
31,0.7502,0.573605
32,0.7493,0.573225
33,0.7484,0.572827
34,0.7468,0.572383
35,0.7457,0.571916
36,0.7446,0.571431
37,0.7433,0.570919
38,0.742,0.570383
39,0.7398,0.569791
40,0.7382,0.56917
41,0.7366,0.568522
42,0.7348,0.567841
43,0.7329,0.567127
44,0.73,0.566349
45,0.7278,0.565534
46,0.7256,0.564686
47,0.7233,0.563802
48,0.7209,0.562883
49,0.717,0.561888
50,0.7143,0.560854
51,0.7115,0.559783
52,0.7085,0.558672
53,0.7055,0.557522
54,0.7006,0.556287
55,0.6972,0.555011
56,0.6937,0.553693
57,0.6901,0.552334
58,0.6863,0.550932
59,0.6804,0.549441
60,0.6763,0.547906
61,0.672,0.546327
62,0.6677,0.544706
63,0.6631,0.543039
64,0.656,0.541278
65,0.6511,0.539473
66,0.6461,0.537624
67,0.6414,0.53574
68,0.6375,0.533838
69,0.6342,0.531931
70,0.6347,0.530086
71,0.6384,0.528361
72,0.6298,0.526531
73,0.6258,0.524683
74,0.6224,0.522828
75,0.6213,0.521004
76,0.6209,0.519221
77,0.6207,0.517481
78,0.6208,0.515788
79,0.6211,0.514142
80,0.6211,0.512537
81,0.6209,0.510969
82,0.6205,0.509433
83,0.62,0.507927
84,0.6188,0.506438
85,0.6178,0.504971
86,0.6166,0.50352
87,0.6152,0.502082
88,0.6136,0.500655
89,0.6109,0.499223
90,0.6089,0.497796
91,0.6066,0.496369
92,0.6042,0.494942
93,0.6016,0.493512
94,0.5972,0.492056
95,0.5941,0.490591
96,0.5908,0.489117
97,0.5873,0.48763
98,0.5835,0.486129
99,0.5775,0.484587
100,0.5732,0.483027
101,0.5689,0.481449
102,0.5643,0.479851
103,0.5595,0.478231
104,0.5519,0.476562
105,0.5465,0.474867
106,0.5411,0.47315
107,0.5356,0.471409
108,0.5299,0.469644
109,0.5208,0.467823
110,0.5146,0.465978
111,0.5084,0.464108
112,0.5019,0.462214
113,0.4919,0.460265
114,0.485,0.458291
115,0.478,0.456292
116,0.471,0.454271
117,0.4638,0.452227
118,0.4526,0.450131
119,0.445,0.448012
120,0.4375,0.445874
121,0.4299,0.443716
122,0.4221,0.44154
123,0.4102,0.439318
124,0.4021,0.437079
125,0.3941,0.434825
126,0.3862,0.432557
127,0.3739,0.430252
128,0.3657,0.427936
129,0.3576,0.42561
130,0.3495,0.423275
131,0.3413,0.420933
132,0.329,0.418565
133,0.3207,0.416191
134,0.3126,0.413814
135,0.3045,0.411436
136,0.2964,0.409056
137,0.2842,0.40666
138,0.276,0.404265
139,0.2681,0.401874
140,0.2603,0.399487
141,0.2525,0.397106
142,0.2408,0.394718
143,0.2331,0.392338
144,0.2256,0.389967
145,0.2182,0.387606
146,0.2109,0.385256
147,0.2001,0.382907
148,0.193,0.380572
149,0.1862,0.37825
150,0.1794,0.375943
151,0.1728,0.373651
152,0.1631,0.371368
153,0.1567,0.369101
154,0.1507,0.366852
155,0.1448,0.36462
156,0.139,0.362407
157,0.1306,0.360207
158,0.1251,0.358026
159,0.1204,0.355866
160,0.1177,0.353728
161,0.1178,0.351617
162,0.1202,0.349536
163,0.1247,0.347487
164,0.1309,0.345473
165,0.1389,0.343496
166,0.1522,0.341566
167,0.1606,0.339675
168,0.168,0.337821
169,0.175,0.336004
170,0.1814,0.334221
171,0.1902,0.332478
172,0.1956,0.330767
173,0.2005,0.329088
174,0.2049,0.327438
175,0.2089,0.325816
176,0.2144,0.324226
177,0.2175,0.322661
178,0.2202,0.321121
179,0.2225,0.319604
180,0.2244,0.318108
181,0.2267,0.316634
182,0.2279,0.31518
183,0.2288,0.313744
184,0.2293,0.312324
185,0.2296,0.310921
186,0.2295,0.309533
187,0.2291,0.308158
188,0.2285,0.306797
189,0.2276,0.305447
190,0.2265,0.30411
191,0.2244,0.302781
192,0.2228,0.301463
193,0.2211,0.300154
194,0.2192,0.298855
195,0.2171,0.297564
196,0.2138,0.296279
